127.25,189.375,127.25,189.375,
189.375,437.875,3,65.125,
313.625,313.625,375.75,437.875,
127.25,3,375.75,127.25,
3,313.625,65.125,3,
189.375,65.125,437.875,313.625,
251.5,251.5,189.375,251.5,
437.875,189.375,313.625,65.125,
375.75,375.75,251.5,313.625,
65.125,251.5,3,251.5,
3,127.25,65.125,127.25,
313.625,189.375,437.875,437.875,
127.25,3,189.375,189.375,
189.375,251.5,313.625,375.75,
251.5,65.125,251.5,313.625,
3,127.25,127.25,251.5,
437.875,127.25,3,189.375,
375.75,313.625,65.125,127.25,
65.125,3,437.875,65.125,
313.625,437.875,375.75,3,
127.25,189.375,189.375,437.875,
65.125,313.625,313.625,313.625,
3,65.125,251.5,189.375,
313.625,251.5,127.25,375.75,
189.375,437.875,437.875,65.125,
437.875,189.375,437.875,127.25,
251.5,375.75,437.875,251.5,
375.75,313.625,437.875,3,
