20,220,
120,320,
320,320,
320,120,
120,120,
120,220,
120,120,
120,20,
120,120,
20,220,
220,220,
220,20,
20,120,
220,220,
120,420,
220,420,
320,220,
220,420,
320,320,
520,520,
520,520,
520,320,
520,420,
520,520,
520,420,
620,520,
620,620,
420,620,
420,520,
420,420,
420,520,
420,720,
420,620,
420,420,
420,520,
420,720,
420,720,
320,620,
120,720,
220,520,
320,720,
520,720,
320,720,
520,620,
520,720,
520,520,
520,320,
420,520,
520,720,
520,720,
420,520,
420,720,
420,720,
520,520,
420,720,
320,720,
520,620,
420,720,
320,520,
420,720,
320,720,
420,520,
320,720,
120,720,
220,520,
320,720,
120,720,
220,520,
320,720,
120,620,
220,720,
320,720,
420,520,
320,720,
520,520,
420,520,
320,720,
420,720,
320,720,
420,720,
320,720,
420,720,
320,720,
120,720,
220,720,
320,720,
420,720,
320,720,
120,720,
220,520,
320,520,
420,620,
320,720,
120,520,
220,720,
320,520,
420,520,
320,620,
120,620,
220,720,
120,520,
220,520,
320,520,
120,520,
220,520,
320,520,
220,520,
320,520,
120,520,
220,520,
120,520,
220,520,
320,520,
120,520,
20,520,
220,520,
320,520,
520,320,
520,520,
620,420,
620,520,
420,420,
320,420,
520,320,
520,220,
620,120,
520,220,
720,20,
720,220,
520,420,
720,320,
620,220,
720,120,
720,320,
720,220,
520,120,
620,220,
720,120,
720,220,
520,120,
720,120,
520,120,
720,120,
720,120,
520,220,
720,120,
720,220,
520,120,
720,120,
620,220,
